Lp.,Nazwa złoża,"Stan 
zag. 
złoża",Zasoby,Unnamed: 4,"Wydo-
bycie",Powiat,Unnamed: 0,Unnamed: 1,Stan,Wyszczególnienie,"Ilość 
złóż",Zasoby geologiczne,Unnamed: 3,Unnamed: 5,"Zasoby 
przemy- 
słowe","Nazwa złoża lub 
odwiertu w obrębie 
złoża 
nieudostępnionego","Typ 
wody","Zasoby geologiczne 
bilansowe","Pobór 
(m3/rok)",Zasoby wydobywalne,Zasoby  szacunkowe,"Ubytek 
z  
wydobycia","Stan 
Lp. 
Nazwa złoża 
zag. 
złoża",Unnamed: 2,"Lp. 
Nazwa  złoża","Stan 
zag.",Zasoby wydobywalne bilansowe,Wydobycie,p.,"Zasoby wydobywalne 
Zasoby 
Ilość 
Wyszczególnienie 
bilansowe 
przemy- 
pozabi- 
złóż 
słowe 
lansowe 
Razem 
A+B 
C",Unnamed: 6
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Zachowice,Z,594,-,-,wrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
55,Zduny-Cieszków,Z,186,-,-,milicki,,,,,,,,,,,,,,,,,,,,,,,,,
56,Złotniki,Z,548,-,-,legnicki,,,,,,,,,,,,,,,,,,,,,,,,,
57,Złoty Stok,R,820,-,-,ząbkowicki,,,,,,,,,,,,,,,,,,,,,,,,,
58,Żerniki,Z,2 247,-,-,m.Wrocław,,,,,,,,,,,,,,,,,,,,,,,,,
59,Żerniki-Bisek,R,148,-,-,m.Wrocław,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. kujawsko-pomorskie 
złóż: 19",,,27 133,2 194,18,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Białe Błota,Z,119,-,-,aleksandrowski,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chrusty,R,30,-,-,aleksandrowski,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chrząstowo,Z,376,-,-,inowrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
4,Elgiszewo,R,229,-,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
5,Elgiszewo XVI,R,1 483,-,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
6,Józefowo,R,102,-,-,mogileński,,,,,,,,,,,,,,,,,,,,,,,,,
7,Kcynia III,Z,60,-,-,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
8,Kozłowo IV,T,158,158,-,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
9,Lubicz,Z,640,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
10,Pikutkowo-Smólsk,P,10 448,-,-,włocławski,,,,,,,,,,,,,,,,,,,,,,,,,
11,Przechowo,Z,280,-,-,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
12,Rudak I,T,1 826,920,-,m.Toruń,,,,,,,,,,,,,,,,,,,,,,,,,
13,Rudak I-Poligon,Z,393,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
14,Rumaki,Z,1 367,-,-,włocławski,,,,,,,,,,,,,,,,,,,,,,,,,
15,Stopka I,T,1 362,691,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
16,Stopka II,E,425,425,18,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
17,Świerkocin,Z,2 074,-,-,grudziądzki,,,,,,,,,,,,,,,,,,,,,,,,,
18,Toporzysko,R,5 662,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
19,Wapno k/Brodnicy,Z,100,-,-,brodnicki,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. lubelskie 
złóż: 120",,,93 808,6 979,62,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Antoniówka,Z,31,-,-,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
2,Baranów I,R,238,-,-,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
3,Baranów II,R,1 293,-,-,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
4,Białopole,Z,tylko pzb.,-,-,chełmski,,,,,,,,,,,,,,,,,,,,,,,,,
5,Biskupie,Z,54,-,-,lubelski,,,,,,,,,,,,,,,,,,,,,,,,,
6,Boby,Z,27,-,-,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bojanówka I,Z,41,-,-,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bojanówka SW,Z,77,-,-,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
9,Bojanówka-Dół Kamienny,E,46,-,3,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
10,Bojanówka-II,Z,104,-,-,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bojanówka-Kamienny Dół II,R,88,-,-,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sadowne I,R,284.46,-,-,węgrowski,,,,,,,,,,,,,,,,,,,,,,,,,
14,Wieliszew,Z,2 636.00,-,-,legionowski,,,,,,,,,,,,,,,,,,,,,,,,,
15,Wieliszew I,Z,207.73,207.73,-,legionowski,,,,,,,,,,,,,,,,,,,,,,,,,
16,Żytkowice,Z,2 143.69,-,-,kozienicki,,,,,,,,,,,,,,,,,,,,,,,,,
17,Żytkowice 1,E,68.47,-,16.92,kozienicki,,,,,,,,,,,,,,,,,,,,,,,,,
18,Żytkowice 2,Z,17.14,-,-,kozienicki,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. opolskie 
złóż: 2",,,9 073.83,1 393.83,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Jełowa  
E",,,2 121.83,1 393.83,6.48,opolski,,,,,,,,,,,,,,,,,,,,,,,,,
"2 
Jełowa II  
P",,,6 952.00,-,-,opolski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. podkarpackie 
złóż: 6",,,15 892.10,115.87,-,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Dziewięcierz,R,4 369.00,-,-,lubaczowski,,,,,,,,,,,,,,,,,,,,,,,,,
2,Giedlarowa II,Z,418.10,-,-,leżajski,,,,,,,,,,,,,,,,,,,,,,,,,
3,Kulno-rej.Leżajska,T,1 624.93,115.87,-,leżajski,,,,,,,,,,,,,,,,,,,,,,,,,
4,Lipa I,Z,1 596.07,-,-,stalowowolski,,,,,,,,,,,,,,,,,,,,,,,,,
5,Przychojec,R,2 627.00,-,-,leżajski,,,,,,,,,,,,,,,,,,,,,,,,,
6,Zaklików-Irena,P,5 257.00,-,-,stalowowolski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. podlaskie 
złóż: 5",,,16 276.28,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Czaplino-Barszczewo,P,2 163.19,-,-,białostocki,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mońki-Żodzie,Z,298.39,-,-,moniecki,,,,,,,,,,,,,,,,,,,,,,,,,
3,Podgórze,P,8 652.00,-,-,"łomżyński, 
zambrowski",,,,,,,,,,,,,,,,,,,,,,,,,
4,Śniadowo,R,427.70,-,-,łomżyński,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tartak Nowy,Z,4 735.00,-,-,zambrowski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. pomorskie 
złóż: 4",,,9 886.26,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Kiełpino  
Z",,,431.40,-,-,kartuski,,,,,,,,,,,,,,,,,,,,,,,,,
"2 
Sadlinki-Biała  
P",,,6 766.00,-,-,kwidzyński,,,,,,,,,,,,,,,,,,,,,,,,,
"3 
Słupsk II  
Z",,,737.67,-,-,m.Słupsk,,,,,,,,,,,,,,,,,,,,,,,,,
"4 
Szlachta  
Z",,,1 951.19,-,-,starogardzki,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. śląskie 
złóż: 1",,,4 365.00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Ogrodzieniec  
P",,,4 365.00,-,-,zawierciański,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. świętokrzyskie 
złóż: 8",,,4 919.42,93.40,-,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Czostków,T,157.10,93.40,-,"jędrzejowski, 
włoszczowski",,,,,,,,,,,,,,,,,,,,,,,,,
2,Czostków II,R,31.19,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
3,Czostków III,R,141.57,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
4,Czostków-1,M,-,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
5,Karsy,P,3 441.00,-,-,opatowski,,,,,,,,,,,,,,,,,,,,,,,,,
6,Ludynia,Z,378.00,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
7,Niwiska,R,740.00,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Dwory-Libet II*,M,-,-,-,oświęcimski,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Dwory-Libet III*,R,1 579,-,-,oświęcimski,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Dwudniaki II*,R,223,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Dwudniaki-Zbiornik*,T,1 327,674,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Dziewin*,R,94,-,-,bocheński,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Filipowice I*,Z,735,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,Filipowice II**,E,359,242,81,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,Filipowice III**,R,1 566,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Filipowice IV**,R,732,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Filipowice-Przed Wałem**,P,2 448,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Frydman III**,E,419,218,551,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,Frydman IV**,R,4 869,666,-,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,Glów*,R,1 682,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,Golizna,Z,33,-,-,bocheński,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,Gorlice-Zagórzany**,R,85,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Gorlice-Zielona I*,Z,20,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Gorzyce,R,74,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Gosławice*,P,16 579,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,Góra Baranka,R,76,-,-,bocheński,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Grabie II*,M,-,-,-,wielicki,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,Grabie III*,E,292,87,40,wielicki,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,Grabie IV*,Z,282,-,-,wielicki,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Grądy-Przy Torze,Z,44,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,Gruczyn**,E,5 770,541,13,wielicki,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Grudna Kępska*,Z,tylko pzb.,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,Hańczowa 2**,R,73,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,Hańczowa-1**,R,26,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,Hańczowa-3**,R,29,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Harklowa 7**,E,9,-,20,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,Harklowa 9**,E,393,153,65,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Ilkowice*,R,4 581,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Inko**,Z,239,-,-,oświęcimski,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,Jabłonka*,P,35 068,-,-,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,Jadowniki Mokre*,T,12 565,5 865,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,Jagniówka III*,T,2 067,1 456,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,Jagniówka IV*,R,2 224,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Jankowa 2*,Z,36,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,Jankowa 3**,Z,1,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,Jankowa 4*,R,82,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,Jankowa I*,Z,8,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,Jankowa-Abram*,R,48,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,Jankowice 2*,E,12 763,480,405,chrzanowski,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,Janowice Świderski**,R,545,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,Janowice-Murbet III*,Z,469,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,Janowice-Świderski I**,P,445,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,Pysznica,Z,8,-,-,stalowowolski,,,,,,,,,,,,,,,,,,,,,,,,,
517.0,Pysznica I,R,558,-,-,stalowowolski,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,Pysznica-Cholewińska 3,E,52,-,6,stalowowolski,,,,,,,,,,,,,,,,,,,,,,,,,
519.0,Racławice,Z,199,-,-,niżański,,,,,,,,,,,,,,,,,,,,,,,,,
520.0,Radawa,P,231 285,-,-,jarosławski,,,,,,,,,,,,,,,,,,,,,,,,,
521.0,Radawa-I,Z,1 380,-,-,jarosławski,,,,,,,,,,,,,,,,,,,,,,,,,
522.0,Radawa-Stadnina,T,46,-,-,jarosławski,,,,,,,,,,,,,,,,,,,,,,,,,
523.0,Radymno II i Radymno Święte*,E,6 330,2 534,188,jarosławski,,,,,,,,,,,,,,,,,,,,,,,,,
524.0,Radymno-Zagrody*,R,1 106,-,-,jarosławski,,,,,,,,,,,,,,,,,,,,,,,,,
525.0,Rakszawa,E,743,599,43,łańcucki,,,,,,,,,,,,,,,,,,,,,,,,,
526.0,Rakszawa-Smolarzyny,R,91,-,-,łańcucki,,,,,,,,,,,,,,,,,,,,,,,,,
527.0,Rakszawa-Zachód,R,744,-,-,łańcucki,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,Rogoźnica I,R,184,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
529.0,Rogoźnica II,R,145,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
530.0,Rogoźnica III,R,277,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
531.0,Rogoźnica IV,R,357,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
532.0,Roztoki*,R,286,-,-,jasielski,,,,,,,,,,,,,,,,,,,,,,,,,
533.0,Rożniaty-Bik,R,1 919,-,-,mielecki,,,,,,,,,,,,,,,,,,,,,,,,,
534.0,Równe**,R,20,-,-,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
535.0,Ruda Różaniecka,R,228,-,-,lubaczowski,,,,,,,,,,,,,,,,,,,,,,,,,
536.0,Rudawka Rymanowska**,Z,52,-,-,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
537.0,Rudka Staw,R,183,-,-,przeworski,,,,,,,,,,,,,,,,,,,,,,,,,
538.0,Rudna,R,499,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
539.0,Rudna Mała - dz.3942,E,36,-,5,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
540.0,Rudna Mała dz.1417,Z,36,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
541.0,Rudna Mała-Rogoźnica,Z,1 130,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
542.0,Rudnik I-1,T,5,-,-,niżański,,,,,,,,,,,,,,,,,,,,,,,,,
543.0,Rudnik III,R,182,-,-,niżański,,,,,,,,,,,,,,,,,,,,,,,,,
544.0,Rudnik III-1,T,63,-,-,niżański,,,,,,,,,,,,,,,,,,,,,,,,,
545.0,Rusinów*,Z,500,-,-,kolbuszowski,,,,,,,,,,,,,,,,,,,,,,,,,
546.0,Rybotycze**,R,79,-,-,przemyski,,,,,,,,,,,,,,,,,,,,,,,,,
547.0,Rzemień I,T,1 464,-,-,mielecki,,,,,,,,,,,,,,,,,,,,,,,,,
548.0,Rzeszów-Załęże*,R,51,-,-,m.Rzeszów,,,,,,,,,,,,,,,,,,,,,,,,,
549.0,Rzuchów,E,1 735,1 735,18,leżajski,,,,,,,,,,,,,,,,,,,,,,,,,
550.0,Sanok-Olchowce*,Z,56,-,-,sanocki,,,,,,,,,,,,,,,,,,,,,,,,,
551.0,Sarnów-Burczy I,Z,18,-,-,mielecki,,,,,,,,,,,,,,,,,,,,,,,,,
552.0,Sarnów-Ciemięga,E,46,-,3,mielecki,,,,,,,,,,,,,,,,,,,,,,,,,
553.0,Siedliska*,Z,537,-,-,brzozowski,,,,,,,,,,,,,,,,,,,,,,,,,
554.0,Siedliska dz. 11/3*,Z,10,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
555.0,Siedliska dz. 62/1**,Z,5,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
556.0,Siedliska dz. 86*,Z,10,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
557.0,Siedliska dz.574-575*,Z,65,-,-,przemyski,,,,,,,,,,,,,,,,,,,,,,,,,
558.0,Siedliska-Grzebyk*,R,46,-,-,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
559.0,Siedliska-Grzebyk 1*,E,31,-,16,rzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
560.0,Siedliska-I*,R,287,-,-,przemyski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,"Lp. 
Nazwa złoża",,"zag. 
złoża",,,,,,,,,,,,,,,,,,,,,,
,,,1 758 662,709 096,25 819,,"woj. podlaskie 
złóż: 840",,,,,,,,,,,,,,,,,,,,,,,,
,,,588,-,5,siemiatycki,1,Anusin,E,,,,,,,,,,,,,,,,,,,,,,
,,,702,-,-,siemiatycki,2,Anusin 1,R,,,,,,,,,,,,,,,,,,,,,,
,,,322,-,-,siemiatycki,3,Anusin 2,R,,,,,,,,,,,,,,,,,,,,,,
,,,1 059,1 059,40,bielski,4,Augustowo,E,,,,,,,,,,,,,,,,,,,,,,
,,,174,-,3,bielski,5,Augustowo II,E,,,,,,,,,,,,,,,,,,,,,,
,,,109,-,-,bielski,6,Augustowo III,T,,,,,,,,,,,,,,,,,,,,,,
,,,361,-,16,bielski,7,Augustowo IV,E,,,,,,,,,,,,,,,,,,,,,,
,,,180,-,-,bielski,8,Augustowo IX,R,,,,,,,,,,,,,,,,,,,,,,
,,,379,-,-,bielski,9,Augustowo V*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,375,-,-,bielski,10,Augustowo VI*,R,,,,,,,,,,,,,,,,,,,,,,
,,,119,296,-,bielski,11,Augustowo VII,R,,,,,,,,,,,,,,,,,,,,,,
,,,947,947,-,bielski,12,Augustowo VIII,R,,,,,,,,,,,,,,,,,,,,,,
,,,22,-,-,sokólski,13,Bachmackie*,T,,,,,,,,,,,,,,,,,,,,,,
,,,-,-,-,łomżyński,14,Bacze Suche,Z,,,,,,,,,,,,,,,,,,,,,,
,,,182,182,-,łomżyński,15,Bacze Suche dz. 115,T,,,,,,,,,,,,,,,,,,,,,,
,,,359,-,-,suwalski,16,Bakałarzewo III*,R,,,,,,,,,,,,,,,,,,,,,,
,,,417,-,-,suwalski,17,Bakałarzewo IV*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,16,-,1,białostocki,18,Baranki*,E,,,,,,,,,,,,,,,,,,,,,,
,,,tylko pzb.,-,2,białostocki,19,Baranki II,E,,,,,,,,,,,,,,,,,,,,,,
,,,209,-,1,suwalski,20,Baranowo*,E,,,,,,,,,,,,,,,,,,,,,,
,,,394,-,-,augustowski,21,Bargłów Dworny,R,,,,,,,,,,,,,,,,,,,,,,
,,,81,-,-,białostocki,22,Barszczewo*,T,,,,,,,,,,,,,,,,,,,,,,
,,,215,-,8,białostocki,23,Barszczewo,E,,,,,,,,,,,,,,,,,,,,,,
,,,tylko pzb.,-,6,białostocki,24,Barszczewo 2,E,,,,,,,,,,,,,,,,,,,,,,
,,,641,-,-,białostocki,25,Barszczewo 3,R,,,,,,,,,,,,,,,,,,,,,,
,,,tylko pzb.,-,34,białostocki,26,Barszczewo III,E,,,,,,,,,,,,,,,,,,,,,,
,,,256,-,-,białostocki,27,Barszczewo V*,R,,,,,,,,,,,,,,,,,,,,,,
,,,260,-,-,augustowski,28,Bartniki*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,147,-,-,augustowski,29,Bartniki II*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,213,-,0,augustowski,30,Bartniki III*,E,,,,,,,,,,,,,,,,,,,,,,
,,,782,-,37,augustowski,31,Bartniki IV*,E,,,,,,,,,,,,,,,,,,,,,,
,,,821,-,-,kolneński,32,Barzykowo III,R,,,,,,,,,,,,,,,,,,,,,,
,,,147,-,-,sejneński,33,Berżniki*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,248,248,-,grajewski,34,Bęćkowo*,R,,,,,,,,,,,,,,,,,,,,,,
,,,340,340,55,grajewski,35,Bęćkowo I*,E,,,,,,,,,,,,,,,,,,,,,,
,,,205,-,-,suwalski,36,Biała Woda*,R,,,,,,,,,,,,,,,,,,,,,,
,,,813,-,-,suwalski,37,Biała Woda II*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,-,-,-,suwalski,38,Biała Woda III*,M,,,,,,,,,,,,,,,,,,,,,,
,,,1 371,-,-,suwalski,39,Biała Woda IV*,R,,,,,,,,,,,,,,,,,,,,,,
,,,630,-,39,suwalski,40,Biała Woda IV-1*,E,,,,,,,,,,,,,,,,,,,,,,
,,,500,-,-,suwalski,41,Biała Woda IV-2*,Z,,,,,,,,,,,,,,,,,,,,,,
,,,497,-,-,suwalski,42,Biała Woda IV-3*,R,,,,,,,,,,,,,,,,,,,,,,
,,,-,-,-,suwalski,43,Biała Woda IX*,M,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,"Lp. 
Nazwa złoża",,"zag. 
złoża",,,,,,,,,,,,,,,,,,,,,,
,,,493 362.58,122 688.48,2 554.10,,"ZŁOŻA UDOKUMENTOWANE 
złóż: 11;  OGÓŁEM",,,,,,,,,,,,,,,,,,,,,,,,
,,,28 691.48,20 339.84,243.29,,"woj. dolnośląskie 
złóż: 1",,,,,,,,,,,,,,,,,,,,,,,,
,,,28 691.48,20 339.84,243.29,kamiennogórski,"1 
Rędziny  
E",,,,,,,,,,,,,,,,,,,,,,,,
,,,464 671.10,102 348.64,2 310.81,,"woj. śląskie 
złóż: 10",,,,,,,,,,,,,,,,,,,,,,,,
,,,10 853.00,-,-,"m.Bytom, tarnogórski",1,Bobrowniki-Blachówka,Z,,,,,,,,,,,,,,,,,,,,,,
,,,134 057.06,74 509.62,1 409.17,będziński,2,Brudzowice,E,,,,,,,,,,,,,,,,,,,,,,
,,,191 317.00,-,-,"m.Dąbrowa Górnicza, 
zawierciański",3,Chruszczobród,R,,,,,,,,,,,,,,,,,,,,,,
,,,27 004.90,27 004.90,486.50,zawierciański,4,Chruszczobród 2,E,,,,,,,,,,,,,,,,,,,,,,
,,,17 443.70,-,-,zawierciański,5,Chruszczobród I,R,,,,,,,,,,,,,,,,,,,,,,
,,,982.00,-,-,m.Jaworzno,6,Gadlin,R,,,,,,,,,,,,,,,,,,,,,,
,,,23 033.50,-,-,m.Jaworzno,7,Gródek,Z,,,,,,,,,,,,,,,,,,,,,,
,,,30 697.00,-,-,m.Jaworzno,8,Jaworzno-Ciężkowice,P,,,,,,,,,,,,,,,,,,,,,,
,,,9 509.94,834.12,415.14,m.Dąbrowa Górnicza,9,Ząbkowice Będzińskie I,E,,,,,,,,,,,,,,,,,,,,,,
,,,19 773.00,-,-,m.Dąbrowa Górnicza,10,Ząbkowice Będzińskie II,P,,,,,,,,,,,,,,,,,,,,,,
,,,,"eksploa- 
tacyjne 
(m3/h)",,,,,,,,,,,,,,"dyspozycyjne 
(m3/h) 
statyczne** 
(tys. m3)",,,,,,,,,,,,,
6,,,,0.29,,leski,,,,,,,,,,"Lesko (źródła nr 1, 4)",Ls,-,-,,,,,,,,,,,,
7,,,,12.00,,stalowowolski,,,,,,,,,,Lipa Zdrój-1*,Lz,-,-,,,,,,,,,,,,
8,,,,1.26,,rzeszowski,,,,,,,,,,Nieborów źródła,Lz,-,-,,,,,,,,,,,,
9,,,,0.75,,leski,,,,,,,,,,Polańczyk*,Lz,-,549.07,,,,,,,,,,,,
10,,,,6.00,,leski,,,,,,,,,,Rabe 1,Lz,-,-,,,,,,,,,,,,
11,,,,0.75,,krośnieński,,,,,,,,,,"Rudawka 
Rymanowska IG-1",Lz,-,-,,,,,,,,,,,,
12,,,,19.60,,krośnieński,,,,,,,,,,Rymanów*,Lz,58.75,8 140.00,,,,,,,,,,,,
13,,,,1.80,,m.Rzeszów,,,,,,,,,,"Rzeszów (S-1, S-2)",Ls,-,-,,,,,,,,,,,,
"woj. pomorskie 
złóż: 3",,,,57.00,,,,,,,,,,,,,,-,30 689.00,,,,,,,,,,,,
"1 
Krynica Morska IG-1 
LzT",,,,1.00,,nowodworski,,,,,,,,,,,,-,-,,,,,,,,,,,,
"2 
Sopot* 
Lz",,,,44.00,,m.Sopot,,,,,,,,,,,,-,29 832.00,,,,,,,,,,,,
"3 
Ustka* 
LzT",,,,12.00,,słupski,,,,,,,,,,,,-,857.00,,,,,,,,,,,,
"woj. śląskie 
złóż: 8",,,,16.23,,,,,,,,,,,,,,428.93,6 607.42,,,,,,,,,,,,
1,,,,5.67,,cieszyński,,,,,,,,,,Dębowiec III*,Lz,74.13,364.32,,,,,,,,,,,,
2,,,,2.34,,pszczyński,,,,,,,,,,"Goczałkowice-Zdrój 
I*",Lz,329.80,987.10,,,,,,,,,,,,
3,,,,4.90,,bielski,,,,,,,,,,"Jaworze IG-1, IG-2",Lz,-,-,,,,,,,,,,,,
4,,,,0.45,,żywiecki,,,,,,,,,,"Rajcza - Plebania 
SWR-1",Lz,-,-,,,,,,,,,,,,
5,,,,0.10,,żywiecki,,,,,,,,,,Sól S-1 Miriam,Lz,-,-,,,,,,,,,,,,
6,,,,0.09,,żywiecki,,,,,,,,,,Sól-Tężnia*,Lz,-,11.00,,,,,,,,,,,,
7,,,,2.20,,cieszyński,,,,,,,,,,Ustroń*,LzT,25.00,3 411.00,,,,,,,,,,,,
